title,reply
已赔偿，对方也写了谅解书，还会判多久,被害人谅解的，可以对被告人从轻处罚。具体如何量刑，由法院根据案情情节来定。
银行也出局了谅解书，为什么还不放人,被害人谅解的，可以对被告人从轻处罚。具体如何量刑，由法院根据案情情节来定。
故意伤害罪谅解书范本是怎样的,请求谅解书浠*县*安*：我与李*雨故意伤害一案，因李*雨认错态度较好，已与我达成了民事赔偿协议，并按协议主动积极履行赔偿义务。鉴于李*雨年轻，事发时属一时冲动，事后能主动认错和积极赔偿，故本人愿意谅解对方，不追究他的刑事责任。请求*安机关对李*雨从轻处理为盼。此致浠*县*安*请求人：二0一一年五月九日
死亡，已赔偿并得到谅解，需判刑多久,对于积极赔偿被害人经济损失并取得谅解的，综合考虑犯罪性质、赔偿数额、赔偿能力以及认罪、悔罪程度等情况，可以减少基准刑的40%以下。法条链接：最高法〈关于常见犯罪的量刑指导意见〉三、常见量刑情节的适用9.对于积极赔偿被害人经济损失并取得谅解的，综合考虑犯罪性质、赔偿数额、赔偿能力以及认罪、悔罪程度等情况，可以减少基准刑的40%以下；积极赔偿但没有取得谅解的，可以减少基准刑的30%以下；尽管没有赔偿，但取得谅解的，可以减少基准刑的20%以下；其中抢劫、强奸等严重危害社会治安犯罪的应从严掌握。10.对于当事人根据刑事诉讼法第二百七十七条达成刑事和解协议的，综合考虑犯罪性质、赔偿数额、赔礼道歉以及真诚悔罪等情况，可以减少基准刑的50%以下；犯罪较轻的，可以减少基准刑的50%以上或者依法免除处罚。
由于疏忽开错支票成了空头支票，银行要求我出具客户方的《谅解书》，请问谁有样板格式么？,请求谅解书浠*县*安*：我与李*雨故意伤害一案，因李*雨认错态度较好，已与我达成了民事赔偿协议，并按协议主动积极履行赔偿义务。鉴于李*雨年轻，事发时属一时冲动，事后能主动认错和积极赔偿，故本人愿意谅解对方，不追究他的刑事责任。请求*安机关对李*雨从轻处理为盼。此致浠*县*安*请求人：二0一一年五月九日
我是交通事故受伤害一方，可以委托律师出具谅解书吗,可以的。被害人谅解的，可以对被告人从轻处罚。具体如何量刑，由法院根据案情情节来定。
谅解书在刑事案件中起到作用大吗,被害人谅解的，可以对被告人从轻处罚。具体如何量刑，由法院根据案情情节来定。
并写了谅解书，请问这样警方还会被拘留或者判,已经刑事立案的，写了谅解书，仍然需要追究当事人的刑事责任，但依法可以从轻或减轻处罚。法条链接：最高法〈关于常见犯罪的量刑指导意见〉三、常见量刑情节的适用9.对于积极赔偿被害人经济损失并取得谅解的，综合考虑犯罪性质、赔偿数额、赔偿能力以及认罪、悔罪程度等情况，可以减少基准刑的40%以下；积极赔偿但没有取得谅解的，可以减少基准刑的30%以下；尽管没有赔偿，但取得谅解的，可以减少基准刑的20%以下；其中抢劫、强奸等严重危害社会治安犯罪的应从严掌握。10.对于当事人根据刑事诉讼法第二百七十七条达成刑事和解协议的，综合考虑犯罪性质、赔偿数额、赔礼道歉以及真诚悔罪等情况，可以减少基准刑的50%以下；犯罪较轻的，可以减少基准刑的50%以上或者依法免除处罚。
非法拘禁罪是累犯写谅解书能减形多长时间,量刑时要充分考虑各种法定和酌定量刑情节，根据案件的全部犯罪事实以及量刑情节的不同情形，依法确定量刑情节的适用及其调节比例。具体确定各个量刑情节的调节比例时，应当综合平衡调节幅度与实际增减刑罚量的关系，确保罪责刑相适应。法条链接：最高法〈关于常见犯罪的量刑指导意见〉三、常见量刑情节的适用9.对于积极赔偿被害人经济损失并取得谅解的，综合考虑犯罪性质、赔偿数额、赔偿能力以及认罪、悔罪程度等情况，可以减少基准刑的40%以下；积极赔偿但没有取得谅解的，可以减少基准刑的30%以下；尽管没有赔偿，但取得谅解的，可以减少基准刑的20%以下；其中抢劫、强奸等严重危害社会治安犯罪的应从严掌握。11.对于累犯，应当综合考虑前后罪的性质、刑罚执行完毕或赦免以后至再犯罪时间的长短以及前后罪罪行轻重等情况，增加基准刑的10%-40%，一般不少于3个月。
寻衅滋事罪刑拘了.对方出谅解书有用吗.微伤,被害人谅解的，可以对被告人从轻处罚。具体如何量刑，由法院根据案情情节来定。
受害人谅解书怎么写,请求谅解书浠*县*安*：我与李*雨故意伤害一案，因李*雨认错态度较好，已与我达成了民事赔偿协议，并按协议主动积极履行赔偿义务。鉴于李*雨年轻，事发时属一时冲动，事后能主动认错和积极赔偿，故本人愿意谅解对方，不追究他的刑事责任。请求*安机关对李*雨从轻处理为盼。此致浠*县*安*请求人：二0一一年五月九日
聚群斗殴,打架斗殴违法，如果致人轻伤，则涉嫌故意伤害罪。《刑法》：第二百三十四条故意伤害他人身体的，处三年以下有期徒刑、拘役或者管制。犯前款罪的，致人重伤的，处三年以上十年以下有期徒刑；致人死亡或者以特别残忍手段致人重伤造成严重残疾的，处十年以上有期徒刑、无期徒刑或者死刑。本法另有规定高的，依照规定。
因一方无理取闹造斗殴，应由谁承担后果？,打架斗殴违法，如果致人轻伤，则涉嫌故意伤害罪。《刑法》：第二百三十四条故意伤害他人身体的，处三年以下有期徒刑、拘役或者管制。犯前款罪的，致人重伤的，处三年以上十年以下有期徒刑；致人死亡或者以特别残忍手段致人重伤造成严重残疾的，处十年以上有期徒刑、无期徒刑或者死刑。本法另有规定高的，依照规定。
双打斗殴都不属于轻微伤怎么处理,民法通则、治安管理处罚法、刑法分别对打架斗殴的后果、情节不同分别使用的法条，请对应了解：《中华人民共和国民法通则》第一百一十九条侵害公民身体造成伤害的，应当赔偿医疗费、因误工减少的收入、残废者生活补助费等费用；造成死亡的，并应当支付丧葬费、死者生前扶养的人必要的生活费等费用。《中华人民共和国治安管理处罚法》第二十六条有下列行为之一的，处五日以上十日以下拘留，可以并处五百元以下罚款；情节较重的，处十日以上十五日以下拘留，可以并处一千元以下罚款：（一）结伙斗殴的；（二）追逐、拦截他人的；（三）强拿硬要或者任意损毁、占用公私财物的；（四）其他寻衅滋事行为。第四十三条殴打他人的，或者故意伤害他人身体的，处五日以上十日以下拘留，并处二百元以上五百元以下罚款；情节较轻的，处五日以下拘留或者五百元以下罚款。有下列情形之一的，处十日以上十五日以下拘留，并处五百元以上一千元以下罚款：（一）结伙殴打、伤害他人的；（二）殴打、伤害残疾人、孕妇、不满十四周岁的人或者六十周岁以上的人的；（三）多次殴打、伤害他人或者一次殴打、伤害多人的。《中华人民共和国刑法》第二百三十四条故意伤害他人身体的，处三年以下有期徒刑、拘役或者管制。犯前款罪，致人重伤的，处三年以上十年以下有期徒刑；致人死亡或者以特别残忍手段致人重伤造成严重残疾的，处十年以上有期徒刑、无期徒刑或者死刑。本法另有规定的，依照规定。
阜*县*湖*蔡*村*组孙**在无*打架斗殴事件能判多少年？,打架斗殴违法，如果致人轻伤，则涉嫌故意伤害罪。《刑法》：第二百三十四条故意伤害他人身体的，处三年以下有期徒刑、拘役或者管制。犯前款罪的，致人重伤的，处三年以上十年以下有期徒刑；致人死亡或者以特别残忍手段致人重伤造成严重残疾的，处十年以上有期徒刑、无期徒刑或者死刑。本法另有规定高的，依照规定。
用菜刀打架斗殴怎么处理,民法通则、治安管理处罚法、刑法分别对打架斗殴的后果、情节不同分别使用的法条，请对应了解：《中华人民共和国民法通则》第一百一十九条侵害公民身体造成伤害的，应当赔偿医疗费、因误工减少的收入、残废者生活补助费等费用；造成死亡的，并应当支付丧葬费、死者生前扶养的人必要的生活费等费用。《中华人民共和国治安管理处罚法》第二十六条有下列行为之一的，处五日以上十日以下拘留，可以并处五百元以下罚款；情节较重的，处十日以上十五日以下拘留，可以并处一千元以下罚款：（一）结伙斗殴的；（二）追逐、拦截他人的；（三）强拿硬要或者任意损毁、占用公私财物的；（四）其他寻衅滋事行为。第四十三条殴打他人的，或者故意伤害他人身体的，处五日以上十日以下拘留，并处二百元以上五百元以下罚款；情节较轻的，处五日以下拘留或者五百元以下罚款。有下列情形之一的，处十日以上十五日以下拘留，并处五百元以上一千元以下罚款：（一）结伙殴打、伤害他人的；（二）殴打、伤害残疾人、孕妇、不满十四周岁的人或者六十周岁以上的人的；（三）多次殴打、伤害他人或者一次殴打、伤害多人的。《中华人民共和国刑法》第二百三十四条故意伤害他人身体的，处三年以下有期徒刑、拘役或者管制。犯前款罪，致人重伤的，处三年以上十年以下有期徒刑；致人死亡或者以特别残忍手段致人重伤造成严重残疾的，处十年以上有期徒刑、无期徒刑或者死刑。本法另有规定的，依照规定。
打架斗殴事件怎么处理,民法通则、治安管理处罚法、刑法分别对打架斗殴的后果、情节不同分别使用的法条，请对应了解：《中华人民共和国民法通则》第一百一十九条侵害公民身体造成伤害的，应当赔偿医疗费、因误工减少的收入、残废者生活补助费等费用；造成死亡的，并应当支付丧葬费、死者生前扶养的人必要的生活费等费用。《中华人民共和国治安管理处罚法》第二十六条有下列行为之一的，处五日以上十日以下拘留，可以并处五百元以下罚款；情节较重的，处十日以上十五日以下拘留，可以并处一千元以下罚款：（一）结伙斗殴的；（二）追逐、拦截他人的；（三）强拿硬要或者任意损毁、占用公私财物的；（四）其他寻衅滋事行为。第四十三条殴打他人的，或者故意伤害他人身体的，处五日以上十日以下拘留，并处二百元以上五百元以下罚款；情节较轻的，处五日以下拘留或者五百元以下罚款。有下列情形之一的，处十日以上十五日以下拘留，并处五百元以上一千元以下罚款：（一）结伙殴打、伤害他人的；（二）殴打、伤害残疾人、孕妇、不满十四周岁的人或者六十周岁以上的人的；（三）多次殴打、伤害他人或者一次殴打、伤害多人的。《中华人民共和国刑法》第二百三十四条故意伤害他人身体的，处三年以下有期徒刑、拘役或者管制。犯前款罪，致人重伤的，处三年以上十年以下有期徒刑；致人死亡或者以特别残忍手段致人重伤造成严重残疾的，处十年以上有期徒刑、无期徒刑或者死刑。本法另有规定的，依照规定。
打架斗殴怎么处理，青少年最多拘留多少天,首先要看学生的年龄，如果学生不满14岁，不负任何刑事责任。如果学生满了14岁不满16岁，要打架斗殴出现故意造成对方重伤或者死亡的结果才构成故意杀人罪或者故意伤害罪。如果学生满了16岁，那么就是完全刑事行为能力人，要看具体的行为是否违反刑法，比如构成寻衅滋事罪、敲诈勒索罪等等。
关于打架斗殴的法律知识？,打架斗殴是指两人以上互相以伤害对方为目的而实施的暴力行为。辱骂他人是指以谩骂的方式羞辱对方的行为。结伙斗殴，寻衅滋事则是更大范围的故意破坏公共秩序、扰乱社会治安的行为。上述行为或侵害他人的人身权利，给他人造成身体或心理上伤害，或扰乱公共场所秩序，给社会管理造成混乱。对有上述行为的未成年人，其父母或者其他监护人、学校都有责任进行管教，或送工读学校矫治和接受教育。构成违反治安管理行为的，由公安机关依法予以治安处罚；构成犯罪的，依法追究刑事责任。
聚众斗殴罪追诉时效有什么规定聚众斗殴罪一般会受到,民法通则、治安管理处罚法、刑法分别对打架斗殴的后果、情节不同分别使用的法条，请对应了解：《中华人民共和国民法通则》第一百一十九条侵害公民身体造成伤害的，应当赔偿医疗费、因误工减少的收入、残废者生活补助费等费用；造成死亡的，并应当支付丧葬费、死者生前扶养的人必要的生活费等费用。《中华人民共和国治安管理处罚法》第二十六条有下列行为之一的，处五日以上十日以下拘留，可以并处五百元以下罚款；情节较重的，处十日以上十五日以下拘留，可以并处一千元以下罚款：（一）结伙斗殴的；（二）追逐、拦截他人的；（三）强拿硬要或者任意损毁、占用公私财物的；（四）其他寻衅滋事行为。第四十三条殴打他人的，或者故意伤害他人身体的，处五日以上十日以下拘留，并处二百元以上五百元以下罚款；情节较轻的，处五日以下拘留或者五百元以下罚款。有下列情形之一的，处十日以上十五日以下拘留，并处五百元以上一千元以下罚款：（一）结伙殴打、伤害他人的；（二）殴打、伤害残疾人、孕妇、不满十四周岁的人或者六十周岁以上的人的；（三）多次殴打、伤害他人或者一次殴打、伤害多人的。《中华人民共和国刑法》第二百三十四条故意伤害他人身体的，处三年以下有期徒刑、拘役或者管制。犯前款罪，致人重伤的，处三年以上十年以下有期徒刑；致人死亡或者以特别残忍手段致人重伤造成严重残疾的，处十年以上有期徒刑、无期徒刑或者死刑。本法另有规定的，依照规定。
打架斗殴造成轻伤，对方不承认也没有证据，该怎么,民法通则、治安管理处罚法、刑法分别对打架斗殴的后果、情节不同分别使用的法条，请对应了解：《中华人民共和国民法通则》第一百一十九条侵害公民身体造成伤害的，应当赔偿医疗费、因误工减少的收入、残废者生活补助费等费用；造成死亡的，并应当支付丧葬费、死者生前扶养的人必要的生活费等费用。《中华人民共和国治安管理处罚法》第二十六条有下列行为之一的，处五日以上十日以下拘留，可以并处五百元以下罚款；情节较重的，处十日以上十五日以下拘留，可以并处一千元以下罚款：（一）结伙斗殴的；（二）追逐、拦截他人的；（三）强拿硬要或者任意损毁、占用公私财物的；（四）其他寻衅滋事行为。第四十三条殴打他人的，或者故意伤害他人身体的，处五日以上十日以下拘留，并处二百元以上五百元以下罚款；情节较轻的，处五日以下拘留或者五百元以下罚款。有下列情形之一的，处十日以上十五日以下拘留，并处五百元以上一千元以下罚款：（一）结伙殴打、伤害他人的；（二）殴打、伤害残疾人、孕妇、不满十四周岁的人或者六十周岁以上的人的；（三）多次殴打、伤害他人或者一次殴打、伤害多人的。《中华人民共和国刑法》第二百三十四条故意伤害他人身体的，处三年以下有期徒刑、拘役或者管制。犯前款罪，致人重伤的，处三年以上十年以下有期徒刑；致人死亡或者以特别残忍手段致人重伤造成严重残疾的，处十年以上有期徒刑、无期徒刑或者死刑。本法另有规定的，依照规定。
在公共场所打架斗殴是什么罪，现在背关在拘留,民法通则、治安管理处罚法、刑法分别对打架斗殴的后果、情节不同分别使用的法条，请对应了解：《中华人民共和国民法通则》第一百一十九条侵害公民身体造成伤害的，应当赔偿医疗费、因误工减少的收入、残废者生活补助费等费用；造成死亡的，并应当支付丧葬费、死者生前扶养的人必要的生活费等费用。《中华人民共和国治安管理处罚法》第二十六条有下列行为之一的，处五日以上十日以下拘留，可以并处五百元以下罚款；情节较重的，处十日以上十五日以下拘留，可以并处一千元以下罚款：（一）结伙斗殴的；（二）追逐、拦截他人的；（三）强拿硬要或者任意损毁、占用公私财物的；（四）其他寻衅滋事行为。第四十三条殴打他人的，或者故意伤害他人身体的，处五日以上十日以下拘留，并处二百元以上五百元以下罚款；情节较轻的，处五日以下拘留或者五百元以下罚款。有下列情形之一的，处十日以上十五日以下拘留，并处五百元以上一千元以下罚款：（一）结伙殴打、伤害他人的；（二）殴打、伤害残疾人、孕妇、不满十四周岁的人或者六十周岁以上的人的；（三）多次殴打、伤害他人或者一次殴打、伤害多人的。《中华人民共和国刑法》第二百三十四条故意伤害他人身体的，处三年以下有期徒刑、拘役或者管制。犯前款罪，致人重伤的，处三年以上十年以下有期徒刑；致人死亡或者以特别残忍手段致人重伤造成严重残疾的，处十年以上有期徒刑、无期徒刑或者死刑。本法另有规定的，依照规定。
小学6年级学生在校打架打伤责任怎么分,如果未满14周岁，则不负任何责任。民事责任由监护人代为履行。
打人至头部缝了二十三针算几级伤残,伤情鉴定不以所缝针数定级别，建议进行法医鉴定，以鉴定结论为准，提供鉴定依据供参考。《人体损伤程度鉴定标准》颅脑、脊髓5.1.3轻伤一级a)头皮创口或者瘢痕长度累计20.0cm以上。b)头皮撕脱伤面积累计50.0cm以上;头皮缺损面积累计24.0cm以上。c)颅骨凹陷性或者粉碎性骨折。d)颅底骨折伴脑脊液漏。e)脑挫(裂)伤;颅内出血;慢性颅内血肿;外伤性硬脑膜下积液。f)外伤性脑积水;外伤性颅内动脉瘤;外伤性脑梗死;外伤性颅内低压综合征。g)脊髓损伤致排便或者排尿功能障碍(轻度)。h)脊髓挫裂伤。5.1.4轻伤二级a)头皮创口或者瘢痕长度累计8.0cm以上。b)头皮撕脱伤面积累计20.0cm以上;头皮缺损面积累计10.0cm以上。c)帽状腱膜下血肿范围50.0cm以上。d)颅骨骨折。e)外伤性蛛网膜下腔出血。f)脑神经损伤引起相应神经功能障碍。5.1.5轻微伤a)头部外伤后伴有神经症状。b)头皮擦伤面积5.0cm以上;头皮挫伤;头皮下血肿。c)头皮创口或者瘢痕。
如果打架只是扇巴掌受害人索赔一万算不算敲诈,不属于敲诈，打了一巴掌要求赔偿一万元不合理，法-律并不支持，可以拒绝，有争议的可以通-过诉-讼途径解决。相关规定：《侵权责任法》第十六条【人身损害赔偿】侵害他人造成-人身损害的，应当赔偿医-疗费、护理费、交通费等为治疗和康复支出的合理费用，以及因误工减少的收入。造成残疾的，还应当赔偿残疾生活辅助具费和残疾赔偿金。造成死亡的，还应当赔偿丧葬费和死亡赔偿金。
被人打瞎一只眼后，打人方被拘，后来打人方要私了，受,打架致人轻伤，涉嫌故意伤害罪，应当及时向公安机关报案，公安机关应当立案侦查，对打人刑事拘留，并且警察就赔偿问题进行调节，可以要求赔偿治疗费、误工费、护理费、交通费等。
请问取保候审归什么部门管？,在公安侦查阶段归公安。在检察院起诉阶段归检察院管。
离婚时房产能分给孩子一部分吗吗,住房如果是婚后取得，或是登记夫妻俩姓名，住房就是夫妻婚后共有财产，夫妻俩可以在离异时，把部分或是全部产权过户给孩子。但是，给孩子房产，这个给，需要办理过户，才合法有效，需要交纳过户税费。而夫妻俩之间，相互更名房产，不需要缴纳税费，只有几百元手续费。
全款买房婚前可以加两个人名字吗？如果一方父母出资，离婚后房子属于谁的？,看样子你们很在意，你想最终达到什么样的效果？提醒下，婚房，一切以婚姻稳定为前提。
平安普惠2分3利息属于高利贷吗,在法律上认定的高利。贷是指超过银行同期基准利率的4倍，也就是产生法律纠纷时支持同期基准利率四倍以内的利率水平，超过银行同期基准利率的4倍，即为高利。贷，不受法律保护。因为不同期限的基准利率不同，高利，贷的法律认定还与期限相关。同期基准利率是指中央银行公布的基准利率，如一年期，基准利率为6%，4倍为24%，即超过24%为法律认定的高利，贷。就一年期来说，1####元，年利息不超过24%*1####=24##元不算高，利贷。
友信微粒贷是高利贷吗,在法律上认定的高利。贷是指超过银行同期基准利率的4倍，也就是产生法律纠纷时支持同期基准利率四倍以内的利率水平，超过银行同期基准利率的4倍，即为高利。贷，不受法律保护。因为不同期限的基准利率不同，高利，贷的法律认定还与期限相关。同期基准利率是指中央银行公布的基准利率，如一年期，基准利率为6%，4倍为24%，即超过24%为法律认定的高利，贷。就一年期来说，1####元，年利息不超过24%*1####=24##元不算高，利贷。
平安普惠信用贷2分3利息属于高利贷吗,在法律上认定的高利。贷是指超过银行同期基准利率的4倍，也就是产生法律纠纷时支持同期基准利率四倍以内的利率水平，超过银行同期基准利率的4倍，即为高利。贷，不受法律保护。因为不同期限的基准利率不同，高利，贷的法律认定还与期限相关。同期基准利率是指中央银行公布的基准利率，如一年期，基准利率为6%，4倍为24%，即超过24%为法律认定的高利，贷。就一年期来说，1####元，年利息不超过24%*1####=24##元不算高，利贷。
借2####一年后连本带利换21###算高利贷吗？,在法律上认定的高利。贷是指超过银行同期基准利率的4倍，也就是产生法律纠纷时支持同期基准利率四倍以内的利率水平，超过银行同期基准利率的4倍，即为高利。贷，不受法律保护。因为不同期限的基准利率不同，高利，贷的法律认定还与期限相关。同期基准利率是指中央银行公布的基准利率，如一年期，基准利率为6%，4倍为24%，即超过24%为法律认定的高利，贷。就一年期来说，1####元，年利息不超过24%*1####=24##元不算高，利贷。
撤销党籍和开除党籍有何区别,根据中*共*党纪律处分条例，有开除党籍处分，即不再属于党员身份。而撤销党籍是**党的说法。
我在快贷借了3000，还4000，是不是高利贷,在法律上认定的高利。贷是指超过银行同期基准利率的4倍，也就是产生法律纠纷时支持同期基准利率四倍以内的利率水平，超过银行同期基准利率的4倍，即为高利。贷，不受法律保护。因为不同期限的基准利率不同，高利，贷的法律认定还与期限相关。同期基准利率是指中央银行公布的基准利率，如一年期，基准利率为6%，4倍为24%，即超过24%为法律认定的高利，贷。就一年期来说，1####元，年利息不超过24%*1####=24##元不算高，利贷。
1600算是高利贷吗,在法律上认定的高利。贷是指超过银行同期基准利率的4倍，也就是产生法律纠纷时支持同期基准利率四倍以内的利率水平，超过银行同期基准利率的4倍，即为高利。贷，不受法律保护。因为不同期限的基准利率不同，高利，贷的法律认定还与期限相关。同期基准利率是指中央银行公布的基准利率，如一年期，基准利率为6%，4倍为24%，即超过24%为法律认定的高利，贷。就一年期来说，1####元，年利息不超过24%*1####=24##元不算高，利贷。
离婚前和离婚后房产过户的区别,1，如果双方想在婚姻存续期间过户，那么需要双方协商解决，因为双方对共同财产有共同的处置权。2，如果双方在离婚时就确定了房产的归属，那么取得所有权的一方，可以持双方的离婚手续办理更名。其需要按照房管局有关规定办理离婚析产登记。离婚析产是夫妻双方因离婚后彼此就个人对房屋所占的份额进行转移的一种登记手续。析产登记是一种常见的房屋登记种类，主要适用于离婚析产。同时，办理离婚析产登记的必备资料：离婚判决书或离婚协议书或离婚证；房地产证；申请人的身份证明；房地产登记申请书；委托书。准备好相关资料后，当事人要到公证处办理析产公证，如有离婚判决书的话则无需办理公证；然后再到交易中心办理转绘；最后到房管局办理免征契税申请，办理析产登记手续并缴交登记费，取证。
现在离婚需要什么手续证明,《婚姻登记条例》第十条内地居民自愿离婚的，男女双方应当共同到一方当事人常住户口所在地的婚姻登记机关办理离婚登记。第十一条办理离婚登记的内地居民应当出具下列证件和证明材料：(一)本人的户口簿、身份证；(二)本人的结婚证；(三)双方当事人共同签署的离婚协议书。离婚协议书应当载明双方当事人自愿离婚的意思表示以及对子女抚养、财产及债务处理等事项协商一致的意见。
户口本上写的是未婚，可以办理离婚手续吗,不可以先带身份证户口簿和结婚证去户籍地派出所变更婚姻状况为已婚。
我离婚了，卖房子需要离婚证吗,即便产证上只有你一个人的名字，你在卖房的时候必须要出具离婚证。以证明你出卖的是非婚内共同房产。若离婚证丢失，请在离婚登记民政局或法院判决离婚的所在法院出具离婚证明文件才能办理出售和房产过户。
我离婚了想复婚需要什么手续大概需要多少钱,"应按《市婚姻登记管理办法》第十条、十一条规定的结婚登记程序办理，提供双方必需提供的证件和证明，可以不进行婚前医学检查，但复婚一方当事人要求进行婚前医学检查的除外。下面是广*省的规定：（三）国内居民办理复婚登记离婚后，男女双方自愿恢复夫妻关系的，必须共同到一方户口所在地的婚姻登记管理机关申请复婚登记。申请复婚登记的男女双方除须持与结婚登记相同的证件外，还须持《离婚证》或《解除夫妻关系证明书》。复婚登记的当事人可免婚前健康检查。复婚登记按结婚登记的程序办理，并须在《结婚申请书》上注明""复婚""字样，同时收回双方的《离婚证》或《解除夫妻关系证明书》。--------建议咨询当地的民政局.这样比较准确.每个地方的处理方式都不一样.."
离婚离婚多久可以买房,我国法律没有规定离婚后多久可以买房的规定，离婚马上就可以买;购房时需要带离婚证、身份证、户口本、未再婚证明、购房资格证明
如果离婚，闪结闪离婚，有那些费用可以像对方要,这三种情况可以要回彩礼（一）双方未办理结婚登记手续的。意思就是给付彩礼后未缔结婚姻关系的，原则上应返还彩礼的，这是对于彩礼的原则性规定，大前提就是没有缔结婚姻，且已经给付了彩礼钱的情况。（二）双方办理结婚登记手续但确未共同生活的。这种情况是男女双方已经履行了结婚的必经法定程序，符合合法的婚姻关系，但是双方并没有真正的生活在一起的情况。（三）婚前给付并导致给付人生活困难的。彩礼钱是结婚前所给予对方的财物，一般数目也比较大，此种情况是指在给付给对方彩礼钱后，导致了给付方无法生活的情况。针对以上的条件，第一项是要在给付彩礼后，双方缔结婚姻前。而针对第二、三项的规定，是双方已经存在了合法的婚姻关系，但是应当以双方离婚为条件。有下列情形之一，导致离婚的，无过错方有权请求损害赔偿：(一)重婚的;(二)有配偶者与他人同居的;(三)实施家庭暴力的;(四)虐待、遗弃家庭成员的。
法律援助盗窃罪辩护词是怎样的,尊敬的审判长：湖*朋*律*事*所接受江*区***委托，指派我为被告人徐**提供*律援助。本人接受指派后查阅了相关案卷，现结合*庭调查及公诉人提供的有关证据，依据事实和*律发表如下辩护意见：一、起诉书指控被告人徐**构成盗窃罪没有异议根据我国现行*律关于盗窃罪的规定以及本案相关证据*看，被告人已经涉嫌盗窃犯罪。因此，对指控的罪名没有异议。二、被告人具有*定、酌定的从轻处罚情节(一)被告人属于聋哑人，根据《中华人*共和国刑*》第十八规定：“尚未完全丧失辨认或者控制自己行为能力的精神病人犯罪的，应当负刑事责任，但是可以从轻或者减轻处罚。”(二)被告人自愿认罪，具有悔罪表现，愿意痛改前非，重新做人，今天的庭审中，被告人认罪态度良好。按照最*人***、最*人*检**、**部《关于适用普通程序审理被告人认罪案件的若干意见》第九条的规定，人***对自愿认罪的被告人，酌情予以从轻处罚。综上所述，辩护人认为犯罪行为固然为*律难容，理应惩罚，但被告人被确诊患有精神分裂症，自主控制能力较弱，无*很好地控制自己的行为，且其家人也表示日后会加强对被告人的看管和治疗，盗取金额也比较少，能够自愿认罪，积极悔改，具有多项*定或酌定的从轻、减轻处罚的情节。因此，本人建议合议庭按照我国刑罚惩罚与教育相结合的方针，本着惩前毖后、治病救人的原则，对被告人宽大处理，给予管制、或者缓刑的处罚，以达到感化教育的功效，促使被告人迷途知返，浪子回头，重新做一个对社会有用的人!以上辩护意见恳请*庭参考并采纳。辩护人：于XX湖*XX律*事*所律*2014年5月28日
